pos_id	pos_id_2	gene_peak_link
chr21:42734101-42735000	chr21:42731101-42732300	chiapet
chr3:112408201-112409400	chr3:117278251-117279300	chiapet
chr3:128081701-128082900	chr3:128084101-128085150	chiapet
chr4:42709501-42710250	chr4:42396301-42398700	chiapet
chr4:68904751-68906700	chr4:68732701-68733450	chiapet
chr4:72567601-72570450	chr4:72914701-72915300	chiapet
chr4:72567601-72570450	chr4:73068301-73070550	chiapet
chr4:72567601-72570450	chr4:107823901-107825850	chiapet
chr4:73948951-73949550	chr4:73947151-73948200	chiapet
chr4:94679701-94680900	chr4:94623151-94623900	chiapet
chr4:94679701-94680900	chr4:94757551-94759350	chiapet
chr4:107823901-107825850	chr4:72567601-72570450	chiapet
chr4:173037001-173037600	chr4:173038201-173040600	chiapet
chr4:173037001-173037600	chr4:173056801-173057700	chiapet
chr5:11992501-11992950	chr5:14977201-14977650	chiapet
chr5:32173351-32175450	chr5:32193451-32194200	chiapet
chr5:59767951-59769150	chr5:59380501-59381850	chiapet
chr5:59767951-59769150	chr5:59487451-59488650	chiapet
chr5:59767951-59769150	chr5:59560501-59561250	chiapet
chr5:59767951-59769150	chr5:59798701-59800350	chiapet
chr5:60487351-60488400	chr5:60206551-60207450	chiapet
chr5:95989351-95989950	chr5:96157201-96158550	chiapet
chr5:124262551-124264200	chr5:132905851-132906300	chiapet
chr5:124908601-124909200	chr5:124906351-124907100	chiapet
chr5:124908601-124909200	chr5:125026951-125027850	chiapet
chr5:132905851-132906300	chr5:124262551-124264200	chiapet
chr6:11296951-11297850	chr6:11217151-11219250	chiapet
chr6:11296951-11297850	chr6:19836751-19839450	chiapet
chr6:31737601-31740600	chr6:19836751-19839450	chiapet
chr6:31737601-31740600	chr6:43769101-43773750	chiapet
chr6:106513951-106514850	chr6:106509901-106513050	chiapet
chr6:106513951-106514850	chr6:106347301-106347600	chiapet
chr6:106513951-106514850	chr6:106410901-106412100	chiapet
chr6:106513951-106514850	chr6:106446601-106447350	chiapet
chr6:110655751-110657250	chr6:110653951-110654700	chiapet
chr6:110655751-110657250	chr6:110681551-110682750	chiapet
chr6:138188251-138189150	chr6:138231151-138232200	chiapet
chr6:139373101-139377150	chr6:139981801-139982400	chiapet
chr8:18083101-18085050	chr8:18179551-18180150	chiapet
chr8:38384701-38387400	chr8:38734201-38736300	chiapet
chr8:38384701-38387400	chr8:133359751-133360800	chiapet
chr8:42005251-42005850	chr8:127090801-127093950	chiapet
chr8:53415001-53416350	chr8:53734351-53735250	chiapet
chr8:78530251-78530850	chr8:78615451-78616050	chiapet
chr8:80170801-80172900	chr8:80080351-80081550	chiapet
chr8:80170801-80172900	chr8:80598451-80599350	chiapet
chr8:92964751-92966550	chr8:92927701-92928300	chiapet
chr8:126876601-126877200	chr8:127101301-127102950	chiapet
chr8:128423701-128424750	chr8:58845151-58845450	chiapet
chr9:17092351-17092650	chr9:107826001-107826450	chiapet
chr9:108955951-108957000	chr9:108991351-108991950	chiapet
chr9:109250401-109251900	chr9:109060051-109060800	chiapet
chr9:109250401-109251900	chr9:109213051-109214100	chiapet
chr1:11907751-11910000	chr1:58183051-58183650	chiapet
chr1:11907751-11910000	chr1:173867401-173869200	chiapet
chr1:62726101-62726550	chr1:62687401-62688750	chiapet
chr1:62726101-62726550	chr1:62707051-62708100	chiapet
chr1:153880801-153882150	chr1:153966601-153969150	chiapet
chr1:169574401-169575000	chr1:169572151-169572600	chiapet
chr1:234723451-234725550	chr1:234610351-234613500	chiapet
chr1:234723451-234725550	chr1:234960451-234962400	chiapet
chr1:234723451-234725550	chr1:235083151-235084350	chiapet
chr11:101119051-101120250	chr11:102346651-102348300	chiapet
chr11:110711101-110713650	chr11:65505451-65509800	chiapet
chr11:110711101-110713650	chr11:111426451-111427950	chiapet
chr11:123072151-123072600	chr11:65505451-65509800	chiapet
chr12:63495751-63496950	chr12:63439651-63440400	chiapet
chr12:69837601-69838350	chr12:69840451-69841350	chiapet
chr12:124516951-124520700	chr12:124516951-124520700	chiapet
chr13:44853451-44855100	chr13:44849101-44849700	chiapet
chr13:44853451-44855100	chr13:44967751-44968500	chiapet
chr13:44853451-44855100	chr13:104130751-104131200	chiapet
chr13:103883101-103884450	chr13:104130751-104131200	chiapet
chr14:21246601-21246900	chr14:60091201-60092850	chiapet
chr14:37330501-37330800	chr14:37329151-37329750	chiapet
chr14:50342701-50343150	chr14:50399701-50400000	chiapet
chr15:84855001-84856050	chr15:84747451-84749850	chiapet
chr15:84855001-84856050	chr15:84852301-84853500	chiapet
chr15:92808451-92812500	chr15:92652151-92656200	chiapet
chr15:92808451-92812500	chr15:92695651-92696850	chiapet
chr15:92808451-92812500	chr15:92819401-92821050	chiapet
chr17:28710451-28712700	chr17:28726801-28729650	chiapet
chr17:37406101-37407900	chr17:36543901-36546300	chiapet
chr17:72617401-72618600	chr17:72614551-72615750	chiapet
chr18:24215101-24216300	chr18:24231901-24232500	chiapet
chr2:44286751-44287350	chr2:44244151-44244750	chiapet
chr2:138447901-138448500	chr2:180934501-180935550	chiapet
chr2:170928451-170930550	chr2:171762901-171763500	chiapet
chr2:182077501-182078100	chr2:182078851-182079600	chiapet
chr20:297151-298950	chr20:237601-238650	chiapet
chr20:19999351-19999950	chr20:19889401-19891350	chiapet
chr20:47355901-47358000	chr20:47358751-47361150	chiapet
chr20:53596351-53597850	chr20:53785201-53787150	chiapet
chr20:53869801-53870850	chr20:53857801-53858250	chiapet
chr20:53869801-53870850	chr20:53863951-53866650	chiapet
chr21:8988751-8992800	chr21:41764651-41769000	chiapet
chr21:8988751-8992800	chr21:42590701-42593700	chiapet
chr21:17512351-17514450	chr21:17435551-17437200	chiapet
chr21:17512351-17514450	chr21:17441401-17441850	chiapet
chr21:17512351-17514450	chr21:17462401-17463150	chiapet
chr21:17512351-17514450	chr21:17498551-17499150	chiapet
chr21:17512351-17514450	chr21:17542351-17543100	chiapet
chr21:17512351-17514450	chr21:36155401-36157650	chiapet
chr21:36155401-36157650	chr21:17512351-17514450	chiapet
chr21:36155401-36157650	chr21:36125551-36128400	chiapet
chr21:36155401-36157650	chr21:36134251-36136650	chiapet
chr21:36155401-36157650	chr21:36347401-36347850	chiapet
chr21:36155401-36157650	chr21:42515851-42516600	chiapet
chr21:41764651-41769000	chr21:8988751-8992800	chiapet
chr21:41764651-41769000	chr21:41677801-41679450	chiapet
chr3:47394151-47395050	chr3:48232201-48233100	chiapet
chr3:62211751-62212350	chr3:62289901-62290350	chiapet
chr3:117141901-117142650	chr3:117144901-117145800	chiapet
chr3:128084101-128085150	chr3:128081701-128082900	chiapet
chr3:128084101-128085150	chr3:133588051-133588650	chiapet
chr4:39458251-39460350	chr4:94757551-94759350	chiapet
chr4:72914701-72915300	chr4:72567601-72570450	chiapet
chr4:72914701-72915300	chr4:72935551-72936300	chiapet
chr4:88318351-88319850	chr4:88320751-88321350	chiapet
chr4:88318351-88319850	chr4:94451401-94453350	chiapet
chr4:94757551-94759350	chr4:39458251-39460350	chiapet
chr4:94757551-94759350	chr4:93842551-93843000	chiapet
chr4:94757551-94759350	chr4:94623151-94623900	chiapet
chr4:94757551-94759350	chr4:94653001-94653750	chiapet
chr4:94757551-94759350	chr4:94679701-94680900	chiapet
chr4:173038201-173040600	chr4:173037001-173037600	chiapet
chr4:173038201-173040600	chr4:173056801-173057700	chiapet
chr5:32193451-32194200	chr5:32173351-32175450	chiapet
chr5:59798701-59800350	chr5:59380501-59381850	chiapet
chr5:59798701-59800350	chr5:59767951-59769150	chiapet
chr5:91162501-91163400	chr5:91101601-91102200	chiapet
chr5:96144301-96144750	chr5:98779201-98780850	chiapet
chr6:11392351-11393550	chr6:11217151-11219250	chiapet
chr6:11392351-11393550	chr6:11439001-11439300	chiapet
chr6:11392351-11393550	chr6:19836751-19839450	chiapet
chr6:26103451-26104950	chr6:26155501-26160150	chiapet
chr6:27806701-27808950	chr6:19836751-19839450	chiapet
chr6:27806701-27808950	chr6:27823651-27825150	chiapet
chr6:110681551-110682750	chr6:110527951-110529600	chiapet
chr6:110681551-110682750	chr6:110653951-110654700	chiapet
chr6:110681551-110682750	chr6:110655751-110657250	chiapet
chr6:138231151-138232200	chr6:138188251-138189150	chiapet
chr6:160991251-160993050	chr6:43926601-43928400	chiapet
chr7:107996101-107996700	chr7:108094951-108095850	chiapet
chr7:115678051-115678500	chr7:108613651-108614850	chiapet
chr8:18179551-18180150	chr8:18083101-18085050	chiapet
chr8:47524201-47527200	chr8:47734801-47739300	chiapet
chr8:47524201-47527200	chr8:101375851-101377200	chiapet
chr8:53692501-53693550	chr8:53734351-53735250	chiapet
chr8:78615451-78616050	chr8:78530251-78530850	chiapet
chr8:80745751-80746350	chr8:80577601-80580450	chiapet
chr8:101375851-101377200	chr8:47524201-47527200	chiapet
chr8:101375851-101377200	chr8:101582701-101584950	chiapet
chr9:489151-490200	chr9:494401-495450	chiapet
chr9:69645451-69646050	chr9:69715351-69716100	chiapet
chr9:72526801-72528300	chr9:19549951-19551900	chiapet
chr9:72526801-72528300	chr9:72540001-72540900	chiapet
chr9:72526801-72528300	chr9:72576301-72579450	chiapet
chr9:107826001-107826450	chr9:17092351-17092650	chiapet
chr9:108991351-108991950	chr9:108955951-108957000	chiapet
chr9:136798651-136801650	chr9:14066851-14067300	chiapet
chr1:6058501-6060000	chr1:6157201-6158400	chiapet
chr1:61353001-61354050	chr1:169890901-169891800	chiapet
chr1:153966601-153969150	chr1:153880801-153882150	chiapet
chr1:198656401-198657000	chr1:198657751-198658050	chiapet
chr1:244254151-244254750	chr1:244255951-244256700	chiapet
chr11:9136501-9139500	chr11:9059101-9060900	chiapet
chr11:65040601-65042250	chr11:65101051-65102850	chiapet
chr11:65040601-65042250	chr11:65505451-65509800	chiapet
chr11:67264951-67269150	chr11:67316551-67318650	chiapet
chr11:111302401-111303900	chr11:111304801-111306150	chiapet
chr11:111302401-111303900	chr11:111334351-111336000	chiapet
chr11:113664151-113665500	chr11:64236301-64240950	chiapet
chr11:129828301-129828900	chr11:130001551-130003950	chiapet
chr12:1217101-1217850	chr12:1220101-1221000	chiapet
chr12:6430201-6431400	chr12:6492751-6494700	chiapet
chr12:69840451-69841350	chr12:69837601-69838350	chiapet
chr12:120290551-120293550	chr12:27243901-27244800	chiapet
chr12:120290551-120293550	chr12:30706351-30706950	chiapet
chr12:120290551-120293550	chr12:71135701-71136150	chiapet
chr13:44967751-44968500	chr13:44853451-44855100	chiapet
chr13:103959301-103959750	chr13:104130751-104131200	chiapet
chr13:110055151-110056050	chr13:109748851-109749600	chiapet
chr14:50399701-50400000	chr14:50342701-50343150	chiapet
chr14:60091201-60092850	chr14:21246601-21246900	chiapet
chr14:60091201-60092850	chr14:59935651-59937300	chiapet
chr15:92819401-92821050	chr15:92808451-92812500	chiapet
chr16:3281101-3281550	chr16:68744701-68745300	chiapet
chr16:68744701-68745300	chr16:3281101-3281550	chiapet
chr17:28726801-28729650	chr17:28710451-28712700	chiapet
chr17:28726801-28729650	chr17:28763551-28764300	chiapet
chr17:28726801-28729650	chr17:28901551-28903650	chiapet
chr17:28726801-28729650	chr17:29292451-29294700	chiapet
chr17:28726801-28729650	chr17:58658551-58659600	chiapet
chr17:35256751-35258250	chr17:33509251-33510150	chiapet
chr17:50531551-50535000	chr17:50541751-50543850	chiapet
chr17:50531551-50535000	chr17:50865001-50868150	chiapet
chr17:58658551-58659600	chr17:28726801-28729650	chiapet
chr17:59837101-59838450	chr17:32141251-32143350	chiapet
chr17:59837101-59838450	chr17:75778651-75781050	chiapet
chr18:24231901-24232500	chr18:24215101-24216300	chiapet
chr2:51012901-51013500	chr2:51079951-51080400	chiapet
chr2:168211201-168212550	chr2:168350401-168350700	chiapet
chr2:168705601-168707100	chr2:168622651-168622950	chiapet
chr2:182078851-182079600	chr2:182077501-182078100	chiapet
chr2:221530201-221530500	chr2:164839951-164842800	chiapet
chr2:230796301-230796750	chr2:203693401-203693700	chiapet
chr20:20360251-20361750	chr20:20548501-20550000	chiapet
chr20:47358751-47361150	chr20:47355901-47358000	chiapet
chr21:17435551-17437200	chr21:17441401-17441850	chiapet
chr21:17435551-17437200	chr21:17446651-17447250	chiapet
chr21:17435551-17437200	chr21:17462401-17463150	chiapet
chr21:17435551-17437200	chr21:17467351-17467800	chiapet
chr21:17435551-17437200	chr21:17512351-17514450	chiapet
chr21:17542351-17543100	chr21:17512351-17514450	chiapet
chr21:36234901-36235650	chr21:36134251-36136650	chiapet
chr21:45072901-45077100	chr21:45102451-45103050	chiapet
chr22:21707701-21708450	chr22:21735301-21736500	chiapet
chr3:62289901-62290350	chr3:62211751-62212350	chiapet
chr3:62289901-62290350	chr3:62322301-62322600	chiapet
chr3:117144901-117145800	chr3:117141901-117142650	chiapet
chr3:123597601-123597900	chr3:123602251-123602700	chiapet
chr4:25299601-25300350	chr4:72935551-72936300	chiapet
chr4:72935551-72936300	chr4:25299601-25300350	chiapet
chr4:72935551-72936300	chr4:72914701-72915300	chiapet
chr4:82428901-82431600	chr4:73257151-73260000	chiapet
chr4:88320751-88321350	chr4:88318351-88319850	chiapet
chr4:145619101-145619850	chr4:145936201-145939050	chiapet
chr4:173056801-173057700	chr4:173037001-173037600	chiapet
chr4:173056801-173057700	chr4:173038201-173040600	chiapet
chr5:16520851-16522050	chr5:16547251-16548600	chiapet
chr5:91382551-91384200	chr5:91101601-91102200	chiapet
chr5:91382551-91384200	chr5:159100051-159101100	chiapet
chr5:96157201-96158550	chr5:95989351-95989950	chiapet
chr5:96157201-96158550	chr5:96176101-96176400	chiapet
chr5:96157201-96158550	chr5:96177301-96177900	chiapet
chr5:96157201-96158550	chr5:98786251-98787600	chiapet
chr5:124655701-124656600	chr5:124661101-124663200	chiapet
chr5:124655701-124656600	chr5:124906351-124907100	chiapet
chr5:137752951-137755350	chr5:159100051-159101100	chiapet
chr5:173766151-173768250	chr5:173868151-173868600	chiapet
chr6:11439001-11439300	chr6:11392351-11393550	chiapet
chr6:11439001-11439300	chr6:19836751-19839450	chiapet
chr6:20198851-20199150	chr6:20402401-20404950	chiapet
chr6:21738301-21739200	chr6:11217151-11219250	chiapet
chr6:26155501-26160150	chr6:20402401-20404950	chiapet
chr6:26155501-26160150	chr6:26103451-26104950	chiapet
chr6:26155501-26160150	chr6:28863301-28864800	chiapet
chr6:27823651-27825150	chr6:27157201-27158400	chiapet
chr6:27823651-27825150	chr6:27806701-27808950	chiapet
chr6:43769101-43773750	chr6:31737601-31740600	chiapet
chr6:43769101-43773750	chr6:43926601-43928400	chiapet
chr6:106347301-106347600	chr6:106509901-106513050	chiapet
chr6:106347301-106347600	chr6:106513951-106514850	chiapet
chr6:139981801-139982400	chr6:139373101-139377150	chiapet
chr6:156776401-156780750	chr6:156822451-156823350	chiapet
chr6:156776401-156780750	chr6:157020901-157022400	chiapet
chr7:156931051-156932400	chr7:156614101-156615300	chiapet
chr8:38509651-38511450	chr8:38643601-38645250	chiapet
chr8:47734801-47739300	chr8:47524201-47527200	chiapet
chr8:53734351-53735250	chr8:53415001-53416350	chiapet
chr8:53734351-53735250	chr8:53692501-53693550	chiapet
chr8:69526951-69527700	chr8:69587251-69589650	chiapet
chr8:90000601-90002100	chr8:109262251-109262550	chiapet
chr8:100308751-100311300	chr8:100487851-100488300	chiapet
chr8:125272801-125274300	chr8:125644351-125644800	chiapet
chr8:133824601-133825350	chr8:133851001-133852200	chiapet
chr9:494401-495450	chr9:489151-490200	chiapet
chr9:14066851-14067300	chr9:136798651-136801650	chiapet
chr9:72540001-72540900	chr9:72526801-72528300	chiapet
chr9:109060051-109060800	chr9:109250401-109251900	chiapet
chr9:109723951-109724550	chr9:109100401-109102350	chiapet
chr1:6157201-6158400	chr1:6058501-6060000	chiapet
chr1:151510051-151514850	chr1:151539301-151541400	chiapet
chr1:151510051-151514850	chr1:151992301-151994400	chiapet
chr1:169890901-169891800	chr1:61353001-61354050	chiapet
chr1:173867401-173869200	chr1:11907751-11910000	chiapet
chr1:173867401-173869200	chr1:39129001-39129750	chiapet
chr1:198657751-198658050	chr1:198656401-198657000	chiapet
chr1:225412501-225413400	chr1:225418051-225419250	chiapet
chr1:234960451-234962400	chr1:234610351-234613500	chiapet
chr1:234960451-234962400	chr1:234723451-234725550	chiapet
chr1:244255951-244256700	chr1:244254151-244254750	chiapet
chr10:50579701-50580600	chr10:34297651-34298550	chiapet
chr10:60040351-60040500	chr10:60042301-60042600	chiapet
chr11:12853651-12855300	chr11:17207401-17210250	chiapet
chr11:17207401-17210250	chr11:12853651-12855300	chiapet
chr11:17207401-17210250	chr11:64236301-64240950	chiapet
chr11:63936901-63940650	chr11:64316851-64321200	chiapet
chr11:65101051-65102850	chr11:65040601-65042250	chiapet
chr11:65101051-65102850	chr11:65505451-65509800	chiapet
chr11:65885401-65889600	chr11:65379151-65383350	chiapet
chr11:65885401-65889600	chr11:65889901-65894250	chiapet
chr11:67316551-67318650	chr11:67264951-67269150	chiapet
chr11:93497251-93498600	chr11:93236701-93237750	chiapet
chr11:93497251-93498600	chr11:93541801-93543900	chiapet
chr11:102279751-102280650	chr11:65505451-65509800	chiapet
chr11:111304801-111306150	chr11:111302401-111303900	chiapet
chr11:111304801-111306150	chr11:111334351-111336000	chiapet
chr11:113773051-113774250	chr11:65505451-65509800	chiapet
chr11:129318901-129320100	chr11:129324151-129325050	chiapet
chr12:1220101-1221000	chr12:1217101-1217850	chiapet
chr12:6492751-6494700	chr12:6430201-6431400	chiapet
chr12:6492751-6494700	chr12:6532351-6536400	chiapet
chr12:30706351-30706950	chr12:120290551-120293550	chiapet
chr12:57844651-57847500	chr12:52125601-52127550	chiapet
chr12:62966551-62967150	chr12:62968951-62969850	chiapet
chr13:104130751-104131200	chr13:44853451-44855100	chiapet
chr13:104130751-104131200	chr13:103883101-103884450	chiapet
chr13:104130751-104131200	chr13:103959301-103959750	chiapet
chr13:104130751-104131200	chr13:104143801-104144550	chiapet
chr14:37594201-37597350	chr14:73789801-73790550	chiapet
chr15:64460101-64462200	chr15:64521151-64522500	chiapet
chr17:2382451-2384100	chr17:2392351-2394750	chiapet
chr17:28763551-28764300	chr17:28726801-28729650	chiapet
chr17:28763551-28764300	chr17:28901551-28903650	chiapet
chr17:50541751-50543850	chr17:50531551-50535000	chiapet
chr17:75778651-75781050	chr17:28497151-28500150	chiapet
chr17:75778651-75781050	chr17:59837101-59838450	chiapet
chr17:75778651-75781050	chr17:63502651-63503700	chiapet
chr19:37931701-37933950	chr19:37969501-37970250	chiapet
chr19:37931701-37933950	chr19:51958501-51960900	chiapet
chr19:41479051-41480250	chr19:41530801-41532000	chiapet
chr2:51079951-51080400	chr2:51012901-51013500	chiapet
chr2:65382751-65384250	chr2:65406451-65407050	chiapet
chr2:65382751-65384250	chr2:65429851-65433150	chiapet
chr2:88015651-88017150	chr2:239304151-239304450	chiapet
chr20:20548501-20550000	chr20:20360251-20361750	chiapet
chr20:53785201-53787150	chr20:53596351-53597850	chiapet
chr20:53785201-53787150	chr20:53863951-53866650	chiapet
chr21:17441401-17441850	chr21:17435551-17437200	chiapet
chr21:17441401-17441850	chr21:17512351-17514450	chiapet
chr21:28699201-28699950	chr21:28961851-28962600	chiapet
chr21:36347401-36347850	chr21:36155401-36157650	chiapet
chr21:42515851-42516600	chr21:36155401-36157650	chiapet
chr21:42515851-42516600	chr21:42590701-42593700	chiapet
chr21:45102451-45103050	chr21:45072901-45077100	chiapet
chr22:21735301-21736500	chr22:21707701-21708450	chiapet
chr3:29536351-29536800	chr3:29609251-29609850	chiapet
chr3:31732651-31733700	chr3:31748401-31749300	chiapet
chr3:56682301-56684400	chr3:73450951-73452300	chiapet
chr3:62322301-62322600	chr3:62289901-62290350	chiapet
chr3:110743201-110743650	chr3:4688401-4688850	chiapet
chr3:117278251-117279300	chr3:112408201-112409400	chiapet
chr3:123602251-123602700	chr3:123597601-123597900	chiapet
chr4:88514401-88516050	chr4:139082701-139084650	chiapet
chr4:94451401-94453350	chr4:88318351-88319850	chiapet
chr4:94451401-94453350	chr4:94516051-94517400	chiapet
chr4:145936201-145939050	chr4:145619101-145619850	chiapet
chr5:16547251-16548600	chr5:16520851-16522050	chiapet
chr5:59380501-59381850	chr5:59767951-59769150	chiapet
chr5:59380501-59381850	chr5:59798701-59800350	chiapet
chr5:68396251-68397150	chr5:68415301-68415900	chiapet
chr5:71714851-71715300	chr5:68415301-68415900	chiapet
chr5:71714851-71715300	chr5:71752501-71753400	chiapet
chr5:96176101-96176400	chr5:96177301-96177900	chiapet
chr5:96176101-96176400	chr5:96157201-96158550	chiapet
chr5:98772451-98775000	chr5:95857201-95857800	chiapet
chr5:98772451-98775000	chr5:98779201-98780850	chiapet
chr5:98772451-98775000	chr5:98786251-98787600	chiapet
chr5:124661101-124663200	chr5:124655701-124656600	chiapet
chr5:159100051-159101100	chr5:91382551-91384200	chiapet
chr5:159100051-159101100	chr5:137752951-137755350	chiapet
chr5:173868151-173868600	chr5:173766151-173768250	chiapet
chr6:11217151-11219250	chr6:11296951-11297850	chiapet
chr6:11217151-11219250	chr6:11392351-11393550	chiapet
chr6:11217151-11219250	chr6:19836751-19839450	chiapet
chr6:11217151-11219250	chr6:21738301-21739200	chiapet
chr6:21883501-21884400	chr6:21886801-21888150	chiapet
chr6:43926601-43928400	chr6:43769101-43773750	chiapet
chr6:43926601-43928400	chr6:160991251-160993050	chiapet
chr6:106410901-106412100	chr6:106509901-106513050	chiapet
chr6:106410901-106412100	chr6:106513951-106514850	chiapet
chr6:156822451-156823350	chr6:156776401-156780750	chiapet
chr7:96088651-96088800	chr7:96321151-96322500	chiapet
chr7:108094951-108095850	chr7:107996101-107996700	chiapet
chr7:108613651-108614850	chr7:115678051-115678500	chiapet
chr7:117364351-117364650	chr7:117384001-117385050	chiapet
chr7:158704351-158705850	chr7:158779051-158779950	chiapet
chr8:38643601-38645250	chr8:38509651-38511450	chiapet
chr8:58845151-58845450	chr8:59439601-59439900	chiapet
chr8:58845151-58845450	chr8:128423701-128424750	chiapet
chr8:69587251-69589650	chr8:69526951-69527700	chiapet
chr8:98891551-98892600	chr8:98913301-98913900	chiapet
chr8:100487851-100488300	chr8:100308751-100311300	chiapet
chr8:100487851-100488300	chr8:100680601-100682100	chiapet
chr8:101504101-101506200	chr8:101578051-101579850	chiapet
chr8:101504101-101506200	chr8:101607151-101608650	chiapet
chr8:125644351-125644800	chr8:56073601-56075250	chiapet
chr8:125644351-125644800	chr8:125272801-125274300	chiapet
chr8:127090801-127093950	chr8:42005251-42005850	chiapet
chr8:127090801-127093950	chr8:127101301-127102950	chiapet
chr8:129229051-129230250	chr8:129235201-129235800	chiapet
chr8:133851001-133852200	chr8:133824601-133825350	chiapet
chr9:69715351-69716100	chr9:69645451-69646050	chiapet
chr9:72576301-72579450	chr9:72526801-72528300	chiapet
chr1:8006401-8006700	chr1:8017501-8017800	chiapet
chr1:58183051-58183650	chr1:11907751-11910000	chiapet
chr1:61640401-61641150	chr1:61641751-61643100	chiapet
chr1:151539301-151541400	chr1:151510051-151514850	chiapet
chr1:154607101-154609200	chr1:15834301-15836550	chiapet
chr1:154607101-154609200	chr1:154885201-154887150	chiapet
chr1:225418051-225419250	chr1:225412501-225413400	chiapet
chr1:235083151-235084350	chr1:234610351-234613500	chiapet
chr1:235083151-235084350	chr1:234723451-234725550	chiapet
chr10:60042301-60042600	chr10:60040351-60040500	chiapet
chr10:77889151-77889900	chr10:78010051-78010650	chiapet
chr11:64236301-64240950	chr11:17207401-17210250	chiapet
chr11:64236301-64240950	chr11:64236301-64240950	chiapet
chr11:64236301-64240950	chr11:64316851-64321200	chiapet
chr11:64236301-64240950	chr11:113664151-113665500	chiapet
chr11:65379151-65383350	chr11:65505451-65509800	chiapet
chr11:65379151-65383350	chr11:65885401-65889600	chiapet
chr11:65889901-65894250	chr11:65505451-65509800	chiapet
chr11:65889901-65894250	chr11:65885401-65889600	chiapet
chr11:93541801-93543900	chr11:93236701-93237750	chiapet
chr11:93541801-93543900	chr11:93497251-93498600	chiapet
chr11:111334351-111336000	chr11:111302401-111303900	chiapet
chr11:111334351-111336000	chr11:111304801-111306150	chiapet
chr11:114159751-114160500	chr11:114178651-114180900	chiapet
chr11:129324151-129325050	chr11:129318901-129320100	chiapet
chr11:130001551-130003950	chr11:129828301-129828900	chiapet
chr11:130001551-130003950	chr11:130025401-130025850	chiapet
chr12:6532351-6536400	chr12:6492751-6494700	chiapet
chr12:26043301-26044350	chr12:26100901-26101800	chiapet
chr12:27243901-27244800	chr12:120290551-120293550	chiapet
chr12:51146701-51147150	chr12:56151601-56152800	chiapet
chr12:62968951-62969850	chr12:62966551-62967150	chiapet
chr12:100141951-100143300	chr12:103799851-103801200	chiapet
chr13:104143801-104144550	chr13:104130751-104131200	chiapet
chr14:73789801-73790550	chr14:37594201-37597350	chiapet
chr15:64521151-64522500	chr15:64460101-64462200	chiapet
chr15:92636551-92639850	chr15:65303701-65306250	chiapet
chr15:92636551-92639850	chr15:92652151-92656200	chiapet
chr15:94253101-94253400	chr15:92695651-92696850	chiapet
chr17:2392351-2394750	chr17:2382451-2384100	chiapet
chr17:2392351-2394750	chr17:29292451-29294700	chiapet
chr17:28901551-28903650	chr17:28726801-28729650	chiapet
chr17:28901551-28903650	chr17:28763551-28764300	chiapet
chr17:32141251-32143350	chr17:29292451-29294700	chiapet
chr17:32141251-32143350	chr17:59837101-59838450	chiapet
chr17:50865001-50868150	chr17:50531551-50535000	chiapet
chr17:50865001-50868150	chr17:50909101-50909850	chiapet
chr18:3710701-3711300	chr18:3721801-3723450	chiapet
chr18:23629351-23630100	chr18:23664601-23665500	chiapet
chr18:36094501-36094800	chr18:36096901-36097500	chiapet
chr18:49560451-49562850	chr18:49663951-49665000	chiapet
chr18:49560451-49562850	chr18:49681201-49681800	chiapet
chr19:37969501-37970250	chr19:37931701-37933950	chiapet
chr19:41530801-41532000	chr19:24032851-24034350	chiapet
chr19:41530801-41532000	chr19:41479051-41480250	chiapet
chr19:51958501-51960900	chr19:37931701-37933950	chiapet
chr2:36965851-36968100	chr2:53765101-53766000	chiapet
chr2:65406451-65407050	chr2:65382751-65384250	chiapet
chr2:73983301-73986600	chr2:102443101-102443400	chiapet
chr2:102443101-102443400	chr2:73983301-73986600	chiapet
chr2:154447351-154448100	chr2:154449901-154450650	chiapet
chr2:168350401-168350700	chr2:168211201-168212550	chiapet
chr2:171762901-171763500	chr2:170928451-170930550	chiapet
chr2:171762901-171763500	chr2:172084201-172089000	chiapet
chr2:180364801-180365100	chr2:180367651-180368550	chiapet
chr2:180934501-180935550	chr2:138447901-138448500	chiapet
chr20:15637651-15638250	chr20:15639001-15639300	chiapet
chr20:53827951-53829000	chr20:53863951-53866650	chiapet
chr21:17446651-17447250	chr21:17435551-17437200	chiapet
chr21:17446651-17447250	chr21:17498551-17499150	chiapet
chr21:42590701-42593700	chr21:8988751-8992800	chiapet
chr21:42590701-42593700	chr21:42515851-42516600	chiapet
chr3:23592901-23593650	chr3:23645851-23646900	chiapet
chr3:31748401-31749300	chr3:31732651-31733700	chiapet
chr3:48232201-48233100	chr3:47394151-47395050	chiapet
chr3:73450951-73452300	chr3:56682301-56684400	chiapet
chr3:133588051-133588650	chr3:128084101-128085150	chiapet
chr4:73068301-73070550	chr4:72567601-72570450	chiapet
chr4:73068301-73070550	chr4:73257151-73260000	chiapet
chr4:73068301-73070550	chr4:94516051-94517400	chiapet
chr4:77817751-77820750	chr4:78055951-78059850	chiapet
chr4:93831301-93832650	chr4:93842551-93843000	chiapet
chr4:94516051-94517400	chr4:73068301-73070550	chiapet
chr4:94516051-94517400	chr4:94451401-94453350	chiapet
chr4:155444701-155445750	chr4:155705701-155706000	chiapet
chr5:59487451-59488650	chr5:59767951-59769150	chiapet
